id,place_id,segmento,nome_empresa,categoria,endereco,cidade,estado,cep,telefone,whatsapp,email,website,horario_funcionamento,avaliacao,total_avaliacoes,url,source_file,created_at
48cf8ba2-96b1-4f9c-94d0-1fb064e6d446,0x9496a3e09bbbdc33:0xf696001a945e7585,auto peças,Mori e Cia Ltda,Loja de autopeças,"Alameda Santa Cruz, 418 - Centro, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 3521-1157,N/A,N/A,N/A,N/A,"4,5",54,https://www.google.com/maps/place/Mori+e+Cia+Ltda/data=!4m7!3m6!1s0x9496a3e09bbbdc33:0xf696001a945e7585!8m2!3d-21.6890092!4d-51.0755405!16s%2Fg%2F1tf5lrj1!19sChIJM9y7m-CjlpQRhXVelBoAlvY?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
676aad04-fdf2-4cd1-99e0-2cf5a6841a3c,0x9496a3e7eb57e55d:0x7e4fa307f4fa8634,auto peças,UNICENTRO - PEÇAS E SERVIÇOS,Oficina mecânica,"Av. Rio Branco, 1019 - Centro, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 3522-8484,N/A,N/A,N/A,N/A,"4,2",61,https://www.google.com/maps/place/UNICENTRO+-+PE%C3%87AS+E+SERVI%C3%87OS/data=!4m7!3m6!1s0x9496a3e7eb57e55d:0x7e4fa307f4fa8634!8m2!3d-21.6820008!4d-51.0760725!16s%2Fg%2F11b6p7qwhw!19sChIJXeVX6-ejlpQRNIb69AejT34?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
a8acb979-c244-4f19-aadf-b915d90ece0f,0x9496a3053da8027d:0x16e1c671fd7589aa,auto peças,GGLopes Luizinho Peças Adamantina,Loja de autopeças,"R. Carlos Pegoraro, 720 - Área Comercial Luiz Stechi, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 99707-7987,N/A,N/A,N/A,N/A,N/A,N/A,https://www.google.com/maps/place/GGLopes+Luizinho+Pe%C3%A7as+Adamantina/data=!4m7!3m6!1s0x9496a3053da8027d:0x16e1c671fd7589aa!8m2!3d-21.6778052!4d-51.0605342!16s%2Fg%2F11vkjb0tr5!19sChIJfQKoPQWjlpQRqol1_XHG4RY?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
affc087f-de88-439e-9b03-f621cb4b6ccf,0x9496a3dc33de2905:0x8d4e079f0a45196c,auto peças,Comercial Auto Peças Universo Adamantina,Mecânica para carros,"R. Joaquim Nabuco, 226 - Centro, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 3521-1367,N/A,N/A,N/A,N/A,"4,6",106,https://www.google.com/maps/place/Comercial+Auto+Pe%C3%A7as+Universo+Adamantina/data=!4m7!3m6!1s0x9496a3dc33de2905:0x8d4e079f0a45196c!8m2!3d-21.6841529!4d-51.0741937!16s%2Fg%2F1tfr1jcp!19sChIJBSneM9yjlpQRbBlFCp8HTo0?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
4ba2648d-6d29-4c66-9823-7fe2f95b44dc,0x9496a3df9066ca7d:0x6d33ead3478c790f,auto peças,Ferrari Auto Peças,Loja de autopeças,"Av. Doutor, Av. Ademar de Barros, 675 - Centro, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 99791-5884,N/A,N/A,N/A,N/A,"4,7",110,https://www.google.com/maps/place/Ferrari+Auto+Pe%C3%A7as/data=!4m7!3m6!1s0x9496a3df9066ca7d:0x6d33ead3478c790f!8m2!3d-21.6907619!4d-51.0770286!16s%2Fg%2F1tpn3nxp!19sChIJfcpmkN-jlpQRD3mMR9PqM20?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
eada5926-5de5-4f6a-b35e-962a5ad145a8,0x9496a3e7787e8a5f:0xdb65583b4aa006d7,auto peças,MG MOTO PEÇAS,Loja de autopeças,"Av. Rio Branco, 911 - Centro, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,N/A,N/A,N/A,N/A,N/A,"5,0",1,https://www.google.com/maps/place/MG+MOTO+PE%C3%87AS/data=!4m7!3m6!1s0x9496a3e7787e8a5f:0xdb65583b4aa006d7!8m2!3d-21.6830555!4d-51.0754483!16s%2Fg%2F11vj18d_nq!19sChIJX4p-eOejlpQR1wagSjtYZds?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
14987058-8aad-4c6d-87cc-55d9e846a84d,0x9496a313a6236b5f:0xdfe8a1918449c4f8,auto peças,Same Part's,Loja de acessórios automotivos,"R. Líbero Badaró, 35 - Vila Jamil de Lima, Adamantina - SP, 17805-390",Adamantina,SP,17805-390,(18) 99685-5235,N/A,N/A,https://sameparts.mercadoshops.com.br/,N/A,"5,0",1,https://www.google.com/maps/place/Same+Part%27s/data=!4m7!3m6!1s0x9496a313a6236b5f:0xdfe8a1918449c4f8!8m2!3d-21.6798184!4d-51.0672699!16s%2Fg%2F11rwkt8dj7!19sChIJX2sjphOjlpQR-MRJhJGh6N8?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
a69fd2c1-e56c-4fd5-861f-79f836ea9ab3,0x9496a3c4cad9b8d9:0x16aba1d9c54bc2fd,auto peças,Auto Peças Scala Adamantina,Loja de autopeças,"Av. Mal. Castelo Branco, 410 - Vila Jamil de Lima, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 3521-1707,N/A,N/A,N/A,N/A,"4,6",36,https://www.google.com/maps/place/Auto+Pe%C3%A7as+Scala+Adamantina/data=!4m7!3m6!1s0x9496a3c4cad9b8d9:0x16aba1d9c54bc2fd!8m2!3d-21.6787743!4d-51.0683247!16s%2Fg%2F1tdb5cmd!19sChIJ2bjZysSjlpQR_cJLxdmhqxY?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
f5188547-43dd-49b1-8d94-a24fa4fc0def,0x9496a3c4c54a7835:0x3aa17ffe658003c5,auto peças,Zezinho Auto Peças,Loja de autopeças,"Av. Mal. Castelo Branco, 519 - Vila Jamil de Lima, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 3521-3879,N/A,N/A,N/A,N/A,"4,6",82,https://www.google.com/maps/place/Zezinho+Auto+Pe%C3%A7as/data=!4m7!3m6!1s0x9496a3c4c54a7835:0x3aa17ffe658003c5!8m2!3d-21.6773844!4d-51.0677078!16s%2Fg%2F1tjyptpn!19sChIJNXhKxcSjlpQRxQOAZf5_oTo?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
df2eda34-8870-408d-8927-bad00359b1e3,0x9496a39d868dc30d:0x340d276586a1900d,auto peças,Desmonte SS,Loja de peças automotivas usadas,"R. Cantareira, 174 - Parque do Sol, Adamantina - SP, 17800-000",Adamantina,SP,17800-000,(18) 99641-2789,N/A,N/A,https://www.facebook.com/share/15ywMqDAbx/?mibextid=wwXIfr,N/A,"4,3",11,https://www.google.com/maps/place/Desmonte+SS/data=!4m7!3m6!1s0x9496a39d868dc30d:0x340d276586a1900d!8m2!3d-21.6711732!4d-51.0650727!16s%2Fg%2F11q4cgcd3t!19sChIJDcONhp2jlpQRDZChhmUnDTQ?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
4c099a13-bfe6-467f-967d-3238c1176b02,0x94c3b5766c62e973:0x8b9f7ad76a5abd03,auto peças,ADOLFO AUTO PEÇAS,Loja de autopeças,"R. Frei Caneca - Vila Osorio, Itararé - SP, 18460-000",Itararé,SP,18460-000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.google.com/maps/place/ADOLFO+AUTO+PE%C3%87AS/data=!4m7!3m6!1s0x94c3b5766c62e973:0x8b9f7ad76a5abd03!8m2!3d-24.1103155!4d-49.3261528!16s%2Fg%2F11wc2z5zyf!19sChIJc-libHa1w5QRA71aatd6n4s?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
799011a3-a2d1-4582-8df3-fdb61af3d408,0x94bddcef3b967f41:0x856476323c03a8c,auto peças,Auto Posto Adolfo,Posto de combustível,"Av. Castro Alves, 1615, Adolfo - SP, 15230-000",Adolfo,SP,15230-000,(17) 3814-1222,N/A,N/A,N/A,N/A,"3,8",96,https://www.google.com/maps/place/Auto+Posto+Adolfo/data=!4m7!3m6!1s0x94bddcef3b967f41:0x856476323c03a8c!8m2!3d-21.2295937!4d-49.6371396!16s%2Fg%2F1pt_kvfm4!19sChIJQX-WO-_cvZQRjDrAI2NHVgg?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
7c6ce9db-26f7-4b62-a637-a941c0e95930,0x94981b512c521ffb:0x5fcfdce0a8a90b8d,auto peças,ADOLFOAUTOPECAS,Loja de autopeças,"Av. Marginal, Macedônia - SP, 15620-000",Macedônia,SP,15620-000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.google.com/maps/place/ADOLFOAUTOPECAS/data=!4m7!3m6!1s0x94981b512c521ffb:0x5fcfdce0a8a90b8d!8m2!3d-20.1490386!4d-50.199014!16s%2Fg%2F11lmz916f2!19sChIJ-x9SLFEbmJQRjQupqODcz18?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
0df7bb7e-09c8-459d-8c49-6801f0c2e61f,0x94c839f2d324de7b:0x18053f0ffc63f9c3,auto peças,RPP Auto Peças,Loja de autopeças,"R. Sete de Setembro, 376 - Centro, Aguaí - SP, 13860-000",Aguaí,SP,13860-000,(19) 3450-9010,N/A,N/A,http://www.rppautopecas.com.br/,N/A,"4,1",9,https://www.google.com/maps/place/RPP+Auto+Pe%C3%A7as/data=!4m7!3m6!1s0x94c839f2d324de7b:0x18053f0ffc63f9c3!8m2!3d-22.0593802!4d-46.9727591!16s%2Fg%2F11hzjydjnl!19sChIJe94k0_I5yJQRw_lj_A8_BRg?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
bb55a680-fffb-4fcb-8620-12b76d7efe6c,0x94b0a7d6e9cd222f:0x70dadc7bc747d144,auto peças,Magazine Luiza,Loja de departamento,"Av. Rio Negro, 1100 - São Miguel, Franca - SP, 14406-005",Franca,SP,14406-005,(16) 93300-8508,N/A,N/A,https://lojas.magazineluiza.com.br/buscar-filiais?utm_source=google&utm_medium=maps&utm_campaign=gbp,Aberto · Fecha 22:00·Outros horários,"4,3",2.743,https://www.google.com/maps/place/Magazine+Luiza/data=!4m7!3m6!1s0x94b0a7d6e9cd222f:0x70dadc7bc747d144!8m2!3d-20.5474515!4d-47.416618!16s%2Fg%2F1xfspv8y!19sChIJLyLN6dansJQRRNFHx3vc2nA?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
2d87e319-034b-4b06-8422-c832bcd15c23,0x94c83781ae6294cb:0xbb73535353cb167a,auto peças,Auto Peças Chiquinho,Loja de autopeças,"R. Washington Luís, 257 - Vila Bom Gosto, Aguaí - SP, 13860-000",Aguaí,SP,13860-000,(19) 3652-2226,N/A,N/A,N/A,N/A,"4,4",10,https://www.google.com/maps/place/Auto+Pe%C3%A7as+Chiquinho/data=!4m7!3m6!1s0x94c83781ae6294cb:0xbb73535353cb167a!8m2!3d-22.0617966!4d-46.9775688!16s%2Fg%2F1w_vpd21!19sChIJy5RiroE3yJQRehbLU1NTc7s?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
e8761b0c-0cdf-407f-a38d-70db59dab2df,0x94c837b83b5bb2dd:0x7d0aeac907abbe2e,auto peças,Auto Peças Biluia,Loja de autopeças,"Av. Miguel Biazzo, 369 - Parque Miguelito, Aguaí - SP, 13860-464",Aguaí,SP,13860-464,(19) 3652-4484,N/A,N/A,N/A,N/A,"5,0",2,https://www.google.com/maps/place/Auto+Pe%C3%A7as+Biluia/data=!4m7!3m6!1s0x94c837b83b5bb2dd:0x7d0aeac907abbe2e!8m2!3d-22.0593173!4d-46.9660162!16s%2Fg%2F11t7m3j6zf!19sChIJ3bJbO7g3yJQRLr6rB8nqCn0?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
ce5cf773-d29e-48f5-a959-a8cec545bb2f,0x94b0a62d7b1470c9:0xf30fd84cb64b0965,auto peças,Autopeças Tunicar,Loja de autopeças,"Avenida Dr. Antônio Barbosa Filho, 1426 Centro - Vila Flores, Franca - SP, 14400-005",Franca,SP,14400-005,(16) 2103-2700,N/A,N/A,http://www.tunicar.com.br/,N/A,"4,5",500,https://www.google.com/maps/place/Autope%C3%A7as+Tunicar/data=!4m7!3m6!1s0x94b0a62d7b1470c9:0xf30fd84cb64b0965!8m2!3d-20.540515!4d-47.407818!16s%2Fg%2F11g_6pgl0!19sChIJyXAUey2msJQRZQlLtkzYD_M?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
49ac5e8f-2e23-46d1-be93-f8a269a74223,0x94b0a64c22d7f643:0xb596bc7e4a5fee68,auto peças,Central Mecânica Automotiva,Oficina mecânica,"R. Lina Pichione Rocha, 3188 - Vila Formosa, Franca - SP, 14405-158",Franca,SP,14405-158,(16) 3721-1471,(16) 99986-1858,N/A,https://www.cliqueiachei.com.br/telefone/franca/sp/central-mecanica-automotiva,N/A,"4,9",36,https://www.google.com/maps/place/Central+Mec%C3%A2nica+Automotiva/data=!4m7!3m6!1s0x94b0a64c22d7f643:0xb596bc7e4a5fee68!8m2!3d-20.5248208!4d-47.4059107!16s%2Fg%2F11hd6p8lq4!19sChIJQ_bXIkymsJQRaO5fSn68lrU?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
6d3a83ee-202d-480c-a5d7-402041d01769,0x94b0a60ea721dee7:0x6004f993166f9d84,auto peças,Caixa D'Agua auto peças,Loja de autopeças,"Rotatória Brasil, 1599 - Jardim Paulista, Franca - SP, 14402-440",Franca,SP,14402-440,(16) 99131-1260,N/A,N/A,N/A,N/A,"4,4",8,https://www.google.com/maps/place/Caixa+D%27Agua+auto+pe%C3%A7as/data=!4m7!3m6!1s0x94b0a60ea721dee7:0x6004f993166f9d84!8m2!3d-20.5257247!4d-47.3763932!16s%2Fg%2F11bzwnl74p!19sChIJ594hpw6msJQRhJ1vFpP5BGA?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
1f0075b5-4d31-422c-8983-668ad540e482,0x94b0a61b8dfe3fff:0xdcb958fb9532a11,auto peças,Mineirão Shop Car,Loja de autopeças,"Av. Alonso Y Alonso, 3153 - São José, Franca - SP, 14401-426",Franca,SP,14401-426,(16) 3722-8322,N/A,N/A,http://www.mineiraoautolatas.com.br/,N/A,"4,6",559,https://www.google.com/maps/place/Mineir%C3%A3o+Shop+Car/data=!4m7!3m6!1s0x94b0a61b8dfe3fff:0xdcb958fb9532a11!8m2!3d-20.5366057!4d-47.3837365!16s%2Fg%2F11gzh8nzr!19sChIJ_z_-jRumsJQRESpTuY-Vyw0?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
d6733efd-6d10-4794-a8a6-656572145e61,0x94b0a97ab8d3c8af:0x6bce9da7a1fe3ba,auto peças,DNA DO CARRO SERVIÇOS AUTOMOTIVOS LTDA,Serviço de troca de óleo,"Av. Frei Germano, 2266 - Estacao, Franca - SP, 14405-215",Franca,SP,14405-215,(16) 98836-5277,N/A,N/A,https://www.dnadocarro.com.br/,N/A,"5,0",186,https://www.google.com/maps/place/DNA+DO+CARRO+SERVI%C3%87OS+AUTOMOTIVOS+LTDA/data=!4m7!3m6!1s0x94b0a97ab8d3c8af:0x6bce9da7a1fe3ba!8m2!3d-20.5313711!4d-47.4125592!16s%2Fg%2F11r12vql22!19sChIJr8jTuHqpsJQRuuMfetrpvAY?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
72b1f9d3-43b7-4d0c-b809-7ffec58c061a,0x94c8377676791115:0x51b04f305a1e4e40,auto peças,Alfredo Dias de Almeida Filho,Loja de autopeças,"Av. Miguel Biazzo, 901 - Vila Braga, Aguaí - SP, 13860-000",Aguaí,SP,13860-000,(19) 3652-1154,N/A,N/A,N/A,N/A,"4,8",34,https://www.google.com/maps/place/Alfredo+Dias+de+Almeida+Filho/data=!4m7!3m6!1s0x94c8377676791115:0x51b04f305a1e4e40!8m2!3d-22.0544133!4d-46.9661486!16s%2Fg%2F1pt_1d9zc!19sChIJFRF5dnY3yJQRQE4eWjBPsFE?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
b6fa0241-2066-4841-9d17-4a86480fbfd6,0x94c8370673625a09:0x747a0de77fb6058f,auto peças,KIKO AUTO PEÇAS,Loja de autopeças,"R. Nicola Carnaval, 90 - Montevideo, Aguaí - SP, 13868-087",Aguaí,SP,13868-087,(19) 99287-0709,N/A,N/A,N/A,N/A,"5,0",6,https://www.google.com/maps/place/KIKO+AUTO+PE%C3%87AS/data=!4m7!3m6!1s0x94c8370673625a09:0x747a0de77fb6058f!8m2!3d-22.0483757!4d-46.9758877!16s%2Fg%2F11v5shdnc6!19sChIJCVpicwY3yJQRjwW2f-cNenQ?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
b36ddcdb-ed2d-42b4-b793-ffb5b000f376,0x94b0a76d432da101:0x427aec22c144b3b3,auto peças,Jordcar Auto Mecânica,Oficina mecânica,"R. Gen. Osório, 438 - Centro, Franca - SP, 14405-107",Franca,SP,14405-107,(16) 99136-2418,N/A,N/A,N/A,N/A,"5,0",64,https://www.google.com/maps/place/Jordcar+Auto+Mec%C3%A2nica/data=!4m7!3m6!1s0x94b0a76d432da101:0x427aec22c144b3b3!8m2!3d-20.5326316!4d-47.4101435!16s%2Fg%2F11ykxxbspm!19sChIJAaEtQ22nsJQRs7NEwSLsekI?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
431fcd29-a84a-4b94-96b4-db9819c473f3,0x94b0a89a4630bed7:0x5e53c56c0454d1e,auto peças,Havan Franca,Loja de departamento,"Av. Miguel Sábio de Mello, 350 - Jardim Santana, Franca - SP, 14403-068",Franca,SP,14403-068,(16) 3705-9903,N/A,N/A,https://www.havan.com.br/?utm_source=gmb&utm_medium=gmb-perfil&utm_campaign=lc_69,N/A,"4,5",6.363,https://www.google.com/maps/place/Havan+Franca/data=!4m7!3m6!1s0x94b0a89a4630bed7:0x5e53c56c0454d1e!8m2!3d-20.5540595!4d-47.3969865!16s%2Fg%2F11bxgyv3b8!19sChIJ174wRpqosJQRHk1FwFY85QU?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
2492ae2a-cc41-4842-8cac-ccecb218ca3b,0x94c83785f17d867d:0x5a63e42519c94868,auto peças,B J Auto Peças Ltda,Mecânica para carros,"Av. Rui Barbosa, 946 - Vila Bom Gosto, Aguaí - SP, 13860-000",Aguaí,SP,13860-000,(19) 3652-2048,N/A,N/A,N/A,N/A,"4,7",57,https://www.google.com/maps/place/B+J+Auto+Pe%C3%A7as+Ltda/data=!4m7!3m6!1s0x94c83785f17d867d:0x5a63e42519c94868!8m2!3d-22.0678775!4d-46.9748502!16s%2Fg%2F1tcx2mxj!19sChIJfYZ98YU3yJQRaEjJGSXkY1o?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
1be8673e-38de-48b1-8dae-3db0b4f001f1,0x94b0a7cc9e45a07f:0x27415e74157780e8,auto peças,Dr. Farol Franca,Loja de acessórios automotivos,"Av. Rio Branco, 160 - Estacao, Franca - SP, 14405-080",Franca,SP,14405-080,(16) 99266-4165,N/A,N/A,https://drfarol.com.br/,N/A,"4,8",1.768,https://www.google.com/maps/place/Dr.+Farol+Franca/data=!4m7!3m6!1s0x94b0a7cc9e45a07f:0x27415e74157780e8!8m2!3d-20.536222!4d-47.4112543!16s%2Fg%2F11bx1ynm0v!19sChIJf6BFnsynsJQR6IB3FXReQSc?authuser=0&hl=pt-BR&rclk=1,,2026-03-19T07:58:52.033132+00:00
